230,50,27,10,50,32,45,40,10
45,192,17,41,71,12,50,36,27
32,18,228,0,10,110,99,1,3
3,24,2,388,17,1,11,62,36
36,58,15,26,219,13,59,32,29
26,9,132,4,11,381,101,0,1
45,49,103,8,38,108,353,10,22
25,23,1,62,8,0,12,392,36
12,13,1,53,19,2,22,32,369
55.04
