208,62,31,8,52,45,68,37,22
67,205,11,40,58,21,59,29,38
49,17,234,0,10,102,126,8,1
12,62,4,411,30,4,25,41,38
42,63,9,43,190,17,70,13,29
21,10,62,2,12,270,94,2,1
44,65,67,4,38,56,457,11,25
11,42,0,94,27,0,15,279,38
10,38,5,48,25,1,37,37,341
51.9
